17338,30995,12,0
17338,34281,13,0
17338,26810,14,0
17710,21137,1,1
17710,10132,2,1
17710,13176,3,1
17710,19057,4,1
17710,43961,5,1
17710,34050,6,1
17710,6873,7,0
17710,26369,8,0
17710,17807,9,0
17710,28199,10,0
17710,8518,11,0
17710,30391,12,0
17710,3382,13,0
17710,27104,14,0
17710,18370,15,1
18296,6474,1,1
18296,21267,2,1
18296,43210,3,0
18296,28849,4,0
18296,27783,5,0
18296,31506,6,1
18296,27548,7,0
18296,42828,8,0
18296,4210,9,0
18296,33731,10,0
18296,25890,11,1
18296,12099,12,0
18296,24009,13,0
18331,24852,1,0
18331,41549,2,1
18331,18176,3,1
18621,24852,1,1
18621,21137,2,1
18621,22993,3,1
18621,4098,4,1
18621,40310,5,1
18621,10385,6,1
18621,30753,7,0
18621,5621,8,1
18621,12409,9,0
18621,48112,10,1
18621,37047,11,1
18621,31040,12,1
18621,41220,13,1
18621,26317,14,1
18621,32139,15,1
18621,18370,16,1
18663,24838,1,1
18663,44422,2,1
18663,24852,3,1
18663,15143,4,1
18663,34969,5,1
18663,12206,6,0
18663,45788,7,0
18663,36333,8,0
18934,3957,1,1
18934,1463,2,1
18934,47209,3,1
18934,49241,4,1
18934,37646,5,1
18934,37022,6,1
18934,21174,7,1
18934,2086,8,1
18934,25997,9,1
18934,19571,10,1
18934,48450,11,1
18934,33946,12,0
18934,22944,13,0
18934,8021,14,1
18934,47492,15,1
19073,32685,1,1
19073,20482,2,0
19073,34012,3,0
19073,981,4,1
19073,9422,5,1
19073,5750,6,0
19073,6656,7,1
19073,2509,8,0
19073,11585,9,0
19073,41005,10,0
19073,23148,11,0
19190,79,1,1
19190,30511,2,0
19190,13187,3,0
19190,23148,4,0
19190,35607,5,0
19190,46650,6,0
19256,27086,1,1
19256,27435,2,1
19256,41480,3,0
19256,31372,4,0
19256,33735,5,1
19282,44799,1,1
19282,35762,2,0
19282,29061,3,1
19282,27179,4,1
19455,36953,1,0
19455,25890,2,1
19455,17807,3,1
19455,22035,4,1
19455,25659,5,1
19455,3583,6,1
19682,13176,1,1
19682,39877,2,1
19682,19057,3,1
19682,32771,4,1
19682,48034,5,0
19682,15528,6,0
19682,26307,7,0
20042,13176,1,1
20042,4562,2,1
20042,12872,3,1
20042,38400,4,1
20042,24964,5,1
20042,44683,6,0
20042,28058,7,1
20042,43295,8,0
20042,26721,9,0
20042,44837,10,0
20042,25931,11,1
21686,13176,1,0
21686,17207,2,1
21686,16283,3,1
21686,6184,4,1
21881,18670,1,1
21881,21162,2,1
21889,48857,1,1
21889,117,2,1
21889,48953,3,1
21889,5785,4,1
21889,35108,5,1
21889,18531,6,1
21889,33754,7,1
21889,48745,8,1
21889,45007,9,1
21889,33825,10,1
21889,27243,11,1
21889,32537,12,1
21889,33290,13,1
21889,37973,14,0
21889,9839,15,1
21889,42244,16,1
21889,23216,17,1
21889,19019,18,0
21889,24221,19,0
21889,43768,20,1
21889,30442,21,0
22028,36550,1,0
22028,27521,2,1
22028,25355,3,0
22028,15950,4,1
22028,16262,5,1
22028,28545,6,0
22028,47209,7,0
22028,46822,8,1
22233,10863,1,1
22233,13176,2,1
22233,7076,3,0
22418,4799,1,0
22418,19894,2,1
22418,13176,3,1
22418,5973,4,1
22418,32864,5,1
22418,432,6,1
22418,11777,7,1
22418,11520,8,1
22418,39928,9,1
22418,1907,10,1
22418,2657,11,1
22418,17622,12,1
22418,24413,13,1
22418,35461,14,1
22418,47610,15,1
22418,34262,16,1
22418,33731,17,1
22418,17872,18,1
22418,45767,19,1
22418,1653,20,1
22418,4600,21,0
22418,8727,22,1
22418,1203,23,1
23114,21137,1,1
23114,14678,2,0
23114,31717,3,1
23114,35503,4,1
23114,43122,5,1
23114,12099,6,1
23114,32429,7,1
23114,34243,8,1
23114,45200,9,1
23114,21903,10,1
23114,13629,11,1
23114,26940,12,1
23391,13198,1,1
23391,42803,2,1
23391,8277,3,1
23391,37602,4,1
23391,40852,5,1
23391,4920,6,1
23391,4945,7,1
23391,17638,8,1
23391,11520,9,0
23391,32177,10,1
23391,27344,11,0
23723,11885,1,1
23828,42265,1,1
23828,6740,2,1
23828,33957,3,1
23828,12324,4,1
23828,9124,5,1
23828,9290,6,1
23828,35469,7,1
23828,45221,8,1
23828,3717,9,1
23828,31883,10,0
23828,42110,11,0
23890,21019,1,0
23890,40529,2,0
23890,21709,3,1
23890,35221,4,1
23905,13176,1,1
23905,33572,2,1
23905,49236,3,1
23905,40310,4,1
23905,23645,5,1
23905,30391,6,0
23905,35510,7,0
23905,41149,8,0
23905,13500,9,0
23905,47209,10,1
24217,11790,1,1
24217,5258,2,1
24217,24852,3,1
24217,3957,4,1
24217,13870,5,1
24217,5876,6,1
24217,45633,7,1
24217,31225,8,1
24217,2228,9,1
24217,44910,10,1
24217,21137,11,0
24217,27521,12,0
24217,6020,13,0
24217,26209,14,0
24217,3583,15,0
24217,26369,16,0
24217,31717,17,0
24217,27156,18,0
24217,47209,19,0
24217,3376,20,0
24217,27423,21,0
26217,14333,1,0
26253,10241,1,0
26253,40709,2,0
26253,30638,3,1
26564,49191,1,1
26564,24852,2,1
26564,44632,3,1
26564,31964,4,1
26564,28199,5,1
26797,19660,1,1
26797,8615,2,0
26797,16290,3,0
26797,38310,4,0
26797,14992,5,1
26797,39275,6,0
26797,30489,7,1
27316,28785,1,1
27316,8277,2,0
27316,22035,3,1
27316,44596,4,0
27316,28849,5,0
27316,3376,6,0
27316,5373,7,0
27316,37192,8,0
27316,21938,9,0
27316,23537,10,1
27316,7751,11,1
27316,31539,12,0
27316,8193,13,0
27316,24852,14,1
27316,23909,15,1
27316,35547,16,1
27316,47209,17,1
27316,4920,18,1
27316,7559,19,1
27316,33043,20,1
27316,48179,21,0
27316,35221,22,0
27316,42768,23,1
27316,7649,24,1
27316,43760,25,1
27316,31717,26,1
27316,42585,27,1
27316,27156,28,1
27316,21616,29,1
27316,27690,30,1
27316,38837,31,1
27316,23622,32,1
27316,44580,33,1
27316,44661,34,1
27316,7969,35,1
27316,29256,36,0
27316,41678,37,0
27316,16797,38,1
27662,38928,1,1
27896,27845,1,1
27896,27325,2,1
27896,5450,3,1
27896,48415,4,1
27896,34969,5,1
27896,20995,6,0
27896,25659,7,0
27896,2450,8,1
28047,46149,1,1
28047,30486,2,0
28065,10212,1,1
28065,2086,2,1
28065,41140,3,1
28065,35121,4,1
28065,34969,5,1
28065,21903,6,1
28065,46820,7,1
28065,47209,8,1
28065,41842,9,1
28065,23375,10,1
28065,5428,11,1
28065,7175,12,1
28065,46051,13,1
28065,39721,14,1
28065,17807,15,1
28065,34905,16,1
28065,39275,17,1
28065,11303,18,1
28065,45002,19,1
28065,17620,20,1
28065,4274,21,1
28065,37120,22,1
28065,8006,23,1
28065,9224,24,1
28065,19272,25,0
28396,11885,1,1
28517,21573,1,1
28517,30450,2,0
28517,37317,3,0
28517,12341,4,1
28517,16974,5,1
29171,46802,1,1
29171,28204,2,1
29171,41787,3,0
29171,18889,4,1
29758,13176,1,1
29758,196,2,1
29758,43154,3,1
29902,48787,1,0
29902,1104,2,0
29902,49683,3,0
29902,35108,4,0
29902,21376,5,0
29921,30391,1,1
29921,21367,2,1
29921,41950,3,1
29921,20995,4,1
29921,8518,5,1
29921,12341,6,1
29921,17946,7,0
29921,3843,8,0
29921,26209,9,1
29921,21616,10,1
30057,40396,1,1
30057,5250,2,1
30057,41427,3,1
30057,14447,4,1
30057,47766,5,1
30057,21288,6,1
30057,8277,7,1
30057,16797,8,1
30057,6933,9,1
30057,27086,10,1
30057,5485,11,1
30057,5876,12,1
30057,36865,13,1
30057,26131,14,1
30057,22825,15,1
30057,16387,16,1
30057,8309,17,1
30057,432,18,1
30721,48002,1,1
30721,11957,2,0
30721,7556,3,0
30721,33031,4,0
30721,34829,5,0
30721,12827,6,1
30721,15340,7,1
30721,3407,8,1
30855,287,1,1
30855,40403,2,1
30855,42731,3,0
30855,41485,4,0
30855,11387,5,0
30855,41463,6,0
30855,24852,7,0
30855,11182,8,1
30855,17008,9,0
31669,33827,1,1
31669,43263,2,1
31669,24852,3,1
31669,16696,4,0
31680,40691,1,1
31680,20339,2,1
31680,46681,3,1
31680,10753,4,1
31801,6934,1,1
31801,42987,2,1
31801,24852,3,1
31801,14814,4,1
31801,2481,5,1
31801,35921,6,1
31801,41844,7,0
31801,45064,8,0
31801,31459,9,1
31801,25670,10,0
32138,32177,1,1
32138,24964,2,1
32138,10749,3,1
32138,17872,4,1
32138,20114,5,1
32138,22888,6,1
32138,34050,7,1
32138,21137,8,1
32138,27521,9,1
32153,25718,1,0
32153,49072,2,0
32153,7948,3,0
32153,25973,4,0
32153,45608,5,0
32165,27966,1,0
32165,49235,2,1
32165,24852,3,0
32165,49683,4,1
32165,8424,5,0
32165,38456,6,0
32165,11454,7,0
32165,16249,8,1
32165,2707,9,1
32165,39327,10,0
32165,20919,11,0
32165,10246,12,0
32562,27845,1,1
32562,49235,2,1
32562,3339,3,0
32562,35951,4,1
32562,29603,5,0
32664,19204,1,1
32664,43227,2,1
32664,36866,3,1
32664,1782,4,1
32664,23909,5,1
32664,32648,6,1
32927,21137,1,1
32927,24852,2,0
32927,47766,3,0
32927,27521,4,0
32927,248,5,0
32927,48736,6,0
32927,7963,7,0
32927,23630,8,0
32927,18434,9,0
32927,10565,10,0
32927,21903,11,0
33104,49215,1,1
33104,33814,2,0
33104,47761,3,0
33104,4792,4,0
33104,43421,5,0
33104,35461,6,0
33104,7923,7,0
33104,8269,8,0
33104,48476,9,1
33104,3081,10,0
33104,45767,11,0
33104,1007,12,0
33104,33158,13,0
33104,1907,14,0
33104,5670,15,0
33104,36364,16,0
33104,21961,17,0
33104,46820,18,0
33104,44643,19,0
33119,24964,1,1
33119,41834,2,0
33119,3880,3,0
33119,45007,4,1
33119,27521,5,1
33119,22935,6,1
33119,13176,7,1
33119,10749,8,1
33119,32177,9,1
33119,14647,10,0
33119,26131,11,1
33681,5473,1,0
34164,29436,1,1
34164,3957,2,1
34164,36484,3,1
34164,3977,4,0
34164,40878,5,0
34705,47766,1,1
34705,27548,2,1
35187,21413,1,1
35187,30233,2,0
35187,17794,3,0
35187,23405,4,0
35187,47547,5,0
35187,40377,6,0
35187,10644,7,0
35187,6649,8,0
35187,11005,9,0
35187,44359,10,0
35187,8656,11,0
35187,12797,12,0
35187,41220,13,1
35187,21863,14,0
35187,18362,15,1
35187,39275,16,1
35187,15392,17,0
35187,21137,18,0
35187,42445,19,0
35423,25513,1,1
35423,42093,2,1
35423,44811,3,1
35423,7781,4,1
35423,30489,5,1
35423,34182,6,1
35423,13380,7,1
35423,33754,8,1
35423,21137,9,1
35423,22124,10,1
35423,32030,11,1
35423,42265,12,1
35423,5876,13,1
35423,20600,14,1
35423,8061,15,1
35423,651,16,1
35423,7676,17,1
35423,45445,18,1
35423,36506,19,1
35423,39275,20,1
35423,49235,21,1
35423,30066,22,0
36055,46562,1,0
36065,13716,1,1
36065,40214,2,1
36065,44964,3,1
36065,38511,4,1
36065,34744,5,1
36065,47144,6,1
36065,19516,7,1
36065,13086,8,1
36065,31120,9,1
36346,24838,1,0
36346,11520,2,1
36346,34466,3,1
36346,45007,4,1
36346,27104,5,1
36346,21903,6,1
36346,21927,7,1
36346,47626,8,1
36346,39812,9,1
36346,17794,10,1
36346,15261,11,0
36346,27521,12,1
36384,14392,1,0
36384,1103,2,0
37156,43080,1,1
37156,35140,2,1
37156,3957,3,1
37156,44910,4,1
37156,24852,5,1
37156,17948,6,1
37156,17878,7,1
37156,24224,8,0
37156,30489,9,0
37156,31945,10,0
37725,24852,1,0
37725,39794,2,1
37842,27090,1,1
37842,29801,2,1
37842,17758,3,1
37842,47595,4,1
37842,812,5,1
37842,44585,6,1
37842,21781,7,1
37842,38164,8,1
37842,34287,9,0
37842,42677,10,0
38018,4210,1,1
38018,691,2,1
38018,22533,3,0
38018,36696,4,0
38018,9327,5,1
38150,19734,1,0
38150,14870,2,1
38150,11281,3,0
38150,10305,4,1
38150,25640,5,1
38150,148,6,0
38150,24852,7,0
38150,31683,8,1
38150,3044,9,1
38150,41290,10,0
38150,43263,11,0
38150,35900,12,0
38150,33816,13,1
38440,27104,1,1
38440,13176,2,1
38440,47943,3,1
38440,17828,4,1
38440,27966,5,1
38440,33198,6,1
38440,20734,7,1
38440,581,8,1
38440,49235,9,1
38440,21137,10,1
38440,13733,11,1
38440,17721,12,1
38440,33911,13,1
38440,20542,14,1
38440,8968,15,1
38440,38809,16,0
38440,857,17,0
38772,24852,1,1
38772,17872,2,0
38772,44765,3,0
38772,2611,4,0
38772,37646,5,0
38772,7863,6,0
38772,34126,7,0
38772,4957,8,1
38772,40571,9,1
38772,43961,10,0
38772,5451,11,0
38772,12206,12,0
38772,24221,13,0
38772,44142,14,1
38772,7058,15,1
38772,21938,16,0
38772,10749,17,1
38772,48230,18,0
38900,30135,1,0
38900,722,2,0
38900,48672,3,1
38900,49131,4,1
38900,12156,5,1
38900,3243,6,1
38900,17530,7,1
40433,31350,1,1
40433,19875,2,1
40433,6656,3,1
40433,30290,4,1
40433,24059,5,1
40433,5911,6,1
40433,37524,7,0
40443,10749,1,0
40443,5120,2,0
40443,49086,3,0
40443,36481,4,0
40443,46692,5,0
40443,37646,6,0
40443,35782,7,0
40443,24561,8,0
40443,8670,9,0
40443,41242,10,0
40443,28985,11,0
40443,21927,12,0
40443,10603,13,0
40443,48341,14,0
40443,9839,15,0
40443,26915,16,0
40443,17795,17,0
40443,47766,18,0
40443,43789,19,0
40443,48207,20,0
41226,781,1,0
41226,13380,2,0
41226,1392,3,0
41226,37053,4,0
41226,33000,5,1
41226,7559,6,1
41226,12456,7,1
41226,34969,8,0
41226,6218,9,0
41226,15899,10,0
41226,11422,11,1
41236,9901,1,0
41236,20156,2,0
41236,34355,3,0
41236,31981,4,0
41236,25854,5,0
41236,23405,6,0
41236,10131,7,0
41236,23678,8,0
41236,47409,9,0
41236,37066,10,0
41236,22782,11,0
41236,31715,12,0
41236,45185,13,0
41236,3108,14,0
41236,27395,15,0
41236,16096,16,0
41236,43511,17,0
41236,21070,18,0
41236,8506,19,0
41236,5025,20,0
41236,37576,21,0
41236,36950,22,0
41236,11121,23,0
42111,49141,1,1
42111,39581,2,1
42111,45761,3,1
42111,13834,4,1
42111,49628,5,1
42120,31506,1,1
42120,25659,2,1
42120,14853,3,1
42120,2141,4,1
42120,35065,5,0
42479,47766,1,1
42479,13176,2,1
42479,9913,3,1
42479,32959,4,1
42479,21616,5,1
42479,18908,6,1
42479,28436,7,1
42479,8955,8,0
42479,5876,9,0
42479,34126,10,0
42479,31553,11,0
42479,22247,12,0
42479,15261,13,0
42479,31717,14,0
42479,10944,15,0
42479,26369,16,0
42479,22935,17,1
42479,42265,18,0
42479,44359,19,0
42479,9092,20,0
42479,29079,21,0
42479,39265,22,0
42996,32303,1,1
42996,19691,2,1
42996,31651,3,1
42996,3798,4,1
43157,27286,1,1
43157,5578,2,1
43288,35221,1,1
43288,26620,2,0
43288,32570,3,0
43288,19519,4,0
43288,38531,5,1
43288,19816,6,0
43288,13829,7,1
43352,33903,1,0
43352,33031,2,1
43352,2078,3,1
43352,26209,4,1
43352,16249,5,1
43352,38777,6,0
43352,2763,7,1
43352,31720,8,0
43352,1398,9,0
43352,41220,10,0
43352,29487,11,0
43352,8518,12,0
43352,14332,13,0
43352,46147,14,0
43520,17352,1,1
43520,22963,2,1
43520,18479,3,1
43520,42221,4,1
43520,9963,5,1
43520,20655,6,1
43520,7628,7,1
43520,15057,8,1
43520,2581,9,0
43520,717,10,0
43520,46229,11,1
43520,24852,12,1
43520,7533,13,0
44163,12323,1,1
44163,34355,2,1
44163,23405,3,1
44163,30251,4,1
44163,25112,5,0
44163,43409,6,1
44163,38912,7,1
44163,11121,8,1
44163,7505,9,1
44163,31495,10,0
44163,37247,11,1
44163,37363,12,1
44163,7321,13,1
44163,37421,14,0
44163,5610,15,0
44163,26988,16,0
44163,33051,17,0
44163,15317,18,0
44163,4507,19,0
44163,48273,20,0
44163,34222,21,0
44163,13029,22,1
44163,32637,23,1
44163,41763,24,1
44163,12120,25,0
44163,13955,26,1
44163,3298,27,1
44163,21568,28,1
44163,28625,29,0
44163,34185,30,1
44163,26882,31,1
44163,47987,32,1
44163,1080,33,1
44163,47294,34,0
44163,25810,35,1
44163,33793,36,1
44163,11062,37,0
44163,38796,38,0
44163,29705,39,0
44163,18022,40,0
44163,12961,41,0
44163,42895,42,1
44163,35759,43,1
44163,12902,44,0
44163,37231,45,0
44163,8668,46,0
44163,42531,47,0
44163,7845,48,1
44163,25205,49,0
44163,39170,50,0
44163,37836,51,1
44449,39928,1,1
44449,47209,2,1
44449,45007,3,1
44449,40706,4,1
44449,24852,5,1
44449,44910,6,1
44449,28289,7,1
44449,20995,8,1
44449,20120,9,0
44449,22825,10,1
44495,5259,1,1
44495,31836,2,1
44495,8390,3,1
44495,47596,4,1
44495,24382,5,1
44495,23405,6,1
44495,21160,7,1
44495,242,8,1
44495,40142,9,1
44495,28993,10,1
44495,17264,11,1
44495,8584,12,1
44495,22719,13,0
44495,11463,14,1
44495,41565,15,1
44495,20995,16,1
44495,1069,17,1
44598,26351,1,1
44598,17304,2,1
44598,11182,3,1
44598,40148,4,0
44598,1824,5,1
44598,18246,6,1
44598,42342,7,1
44598,46979,8,0
44604,39663,1,1
44604,38400,2,1
44604,13176,3,1
44604,25005,4,1
44604,16759,5,1
44604,27105,6,1
44604,15287,7,0
44604,40706,8,0
44604,45200,9,0
44604,29071,10,1
44604,28058,11,1
44733,27966,1,1
44733,13176,2,1
44733,12658,3,1
44733,5944,4,1
44733,32277,5,0
44733,35547,6,0
44733,20067,7,1
44733,47209,8,1
44733,22825,9,1
44733,33198,10,1
45718,43352,1,1
46152,34969,1,1
46152,44912,2,0
46152,23909,3,1
46152,32030,4,1
46152,41678,5,1
46152,35547,6,1
46152,4920,7,1
46152,4799,8,1
46152,38739,9,1
46152,40763,10,1
46152,38400,11,1
46152,24852,12,1
46152,343,13,1
46152,35221,14,1
46152,46886,15,1
46152,17600,16,1
46152,38890,17,1
46152,10292,18,1
46152,23375,19,1
46152,42585,20,1
46152,40198,21,1
46152,2979,22,1
46152,30489,23,1
46152,23695,24,1
46152,29388,25,1
46152,48179,26,1
46152,11782,27,1
46152,3382,28,1
46152,31035,29,1
46152,28842,30,0
46152,15937,31,1
46306,22627,1,1
46306,20608,2,1
46306,31506,3,1
46306,46587,4,0
46306,46979,5,1
46306,7746,6,0
46306,2380,7,0
46306,8670,8,0
46306,30291,9,0
46306,790,10,1
46306,15261,11,1
46306,21616,12,1
46306,24184,13,1
46306,7640,14,1
46306,49683,15,1
46584,35561,1,0
46916,31709,1,1
46916,47977,2,1
46916,34328,3,1
47088,17807,1,1
47088,17830,2,1
47088,20327,3,1
47088,18389,4,1
47088,31238,5,0
47088,36481,6,1
47088,24561,7,1
47088,34688,8,1
47088,48747,9,1
47088,36496,10,0
47088,13740,11,1
47088,1774,12,1
47088,2326,13,0
47088,45208,14,0
47088,17861,15,0
47088,13885,16,0
47897,36940,1,1
47897,46901,2,1
47897,14678,3,1
47897,41500,4,1
47897,34969,5,0
47897,890,6,0
47897,35824,7,0
47897,22724,8,0
47926,17352,1,1
47926,24852,2,1
47926,5612,3,1
47926,20655,4,1
47926,18479,5,1
47926,6385,6,0
47926,30480,7,1
47926,17634,8,1
47926,38400,9,0
47926,11136,10,1
47926,7474,11,0
47926,25919,12,1
47926,31073,13,0
47926,4367,14,0
47926,21076,15,0
47926,6297,16,0
47940,8677,1,0
47940,47557,2,0
47940,44455,3,0
47940,9072,4,0
47940,6609,5,0
47940,35759,6,1
47940,42895,7,1
47940,23405,8,1
47940,39979,9,1
47940,16096,10,1
47940,43967,11,1
47940,11899,12,1
47940,43409,13,1
47940,47540,14,1
47940,34355,15,1
47940,32842,16,1
47940,25810,17,1
47940,1181,18,1
47940,31981,19,1
47940,43511,20,1
47940,41290,21,1
47940,37485,22,0
47940,5970,23,0
47940,39859,24,0
47940,25860,25,1
47940,40276,26,1
47940,13155,27,1
47940,32060,28,0
47940,28577,29,1
47940,38200,30,0
47940,46508,31,1
47940,31871,32,1
47940,25950,33,1
47940,41530,34,0
47940,22142,35,0
47940,44245,36,1
47940,7239,37,1
47940,242,38,1
47940,27356,39,1
47940,47379,40,0
47940,26882,41,1
47940,15353,42,1
47940,631,43,1
47940,3061,44,1
47940,32650,45,1
47940,33793,46,1
47940,43013,47,0
47940,40292,48,0
47940,31884,49,0
47940,10181,50,1
47940,14705,51,0
48012,22935,1,0
48012,27845,2,0
48012,6104,3,0
48012,43609,4,0
48012,11984,5,0
48012,19706,6,0
48012,24830,7,0
48012,37538,8,0
48012,13176,9,0
48012,5194,10,0
48109,24235,1,1
48109,4600,2,1
48109,5488,3,1
48109,47485,4,1
48109,30806,5,0
48109,13176,6,0
48109,31605,7,0
48109,14881,8,0
48109,36522,9,0
48109,41950,10,0
48196,2433,1,0
48196,12341,2,1
48196,46149,3,1
48235,46709,1,0
48235,5655,2,0
48235,24852,3,0
48235,37249,4,0
48235,1782,5,0
48235,29750,6,0
48235,7603,7,0
48235,35297,8,0
48235,37606,9,0
48293,23622,1,0
48293,24852,2,0
48293,35108,3,0
48293,45646,4,1
48293,42828,5,1
48663,10912,1,1
48663,40571,2,1
